3-4-4-5-6-6-6,0.00000000
3-4-5-5-5-6-6,0.00000000
3-4-5-6-6-6-6,0.00000000
3-4-6-6-6-6-6,0.00000000
3-4-4-6-6-6-6,0.00000000
3-4-4-4-4-6-6,0.00000000
3-4-5-5-5-5-6,0.00000000
3-4-4-4-6-6-6,0.00000000
3-4-4-5-5-5-6,0.00000000
3-4-4-4-5-5-6,0.00000000
3-4-4-4-4-5-6,0.00000000
3-4-4-4-5-6-6,0.00000000
3-4-4-5-5-6-6,0.00000000
3-4-5-5-6-6-6,0.00000000
4-4-5-6-6-6-6,0.00000000
4-4-5-5-6-6-6,0.00000000
4-5-5-6-6-6-6,0.00000000
4-5-6-6-6-6-6,0.00000000
4-5-5-5-6-6-6,0.00000000
4-5-5-5-5-6-6,0.00000000
4-4-5-5-5-6-6,0.00000000
4-4-4-4-6-6-6,0.00000000
4-4-4-5-6-6-6,0.00000000
4-4-4-5-5-6-6,0.00000000
4-4-4-6-6-6-6,0.00000000
4-4-4-4-5-6-6,0.00000000
4-4-6-6-6-6-6,0.00000000
4-6-6-6-6-6-6,0.00000000
4-4-5-5-5-5-6,0.00000000
4-5-5-5-5-5-6,0.00000000
4-4-4-4-5-5-6,0.00000000
3-5-5-5-5-5-6,0.00000000
5-5-6-6-6-6-6,0.00000000
3-5-5-5-6-6-6,0.00000000
3-5-5-5-5-6-6,0.00000000
4-4-4-5-5-5-6,0.00000000
3-5-6-6-6-6-6,0.00000000
5-5-5-6-6-6-6,0.00000000
3-5-5-6-6-6-6,0.00000000
5-6-6-6-6-6-6,0.00000000
5-5-5-5-6-6-6,0.00000000
3-6-6-6-6-6-6,0.00000000
5-5-5-5-5-6-6,0.00000000
5-5-5-5-5-5-6,0.00000000
6-6-6-6-6-6-6,0.00000000
3-4-4-5-5-5-5,0.00000000
3-4-4-4-5-5-5,0.00000000
3-4-5-5-5-5-5,0.00000000
4-4-5-5-5-5-5,0.00000000
3-4-4-4-4-5-5,0.00000000
3-5-5-5-5-5-5,0.00000000
4-4-4-4-5-5-5,0.00000000
4-5-5-5-5-5-5,0.00000000
5-5-5-5-5-5-5,0.00000000
4-4-4-5-5-5-5,0.00000000
